id|name|dob|age|gender|address|country|email|created_at|updated_at|total_kycs|last_kyc_date|kyc_outcome|wallet_num|fav_game|fav_game_bets|fav_game_bet_value|fav_game_profit|total_games|total_bets|bets_in_30days|bets_in_90days|total_bet_value|total_profit
5815771310|Angela Lee|1950-10-07|74|Female|822 Diane Rue Suite 152 East Johnchester, PA 05103|Ecuador|angelalee@clark.net|2022-10-09 10:20:54|2024-11-12 23:26:36|1|2024-08-09 02:35:52|Confirmed|2|Horse Racing|12|429.56|146.78|42|49|13|34|2178.6|599.26
9074217629|Natalie Graham|1989-06-02|35|Male|6319 Caroline Curve Stephenton, NJ 85357|Ireland|nataliegraham@yahoo.com|2023-05-31 09:59:09|2023-09-11 00:24:11|1|2023-06-14 03:25:50|Confirmed|2|Cricket|15|920.66|516.47|34|51|18|38|2426.67|1153.52
3318314626|Brandi Hughes|1977-06-29|47|Female|515 Gray Drive Franklinport, LA 95434|Zimbabwe|brandihughes@smith.org|2022-05-24 06:35:01|2024-06-22 21:10:14|1|2023-12-02 18:34:42|Confirmed|1|Cricket|7|426.66|166.98000000000002|30|38|14|30|1912.79|578.69
7918325660|Jennifer Collier|1971-01-28|53|Male|7767 Scott Way Ayalaside, OK 58627|Cote d'Ivoire|jennifercollier@yahoo.com|2023-03-12 20:00:25|2024-04-24 03:12:38|1|2024-03-18 06:11:16|Confirmed|1|Cricket|17|934.42|134.6|36|51|17|39|2403.57|420.84999999999997
4839168964|Kimberly Garcia|1992-01-30|32|Female|566 Michelle Heights Suite 910 Melissahaven, AZ 69293|Poland|kimberlygarcia@gmail.com|2023-05-04 12:13:44|2024-10-01 04:48:44|1|2023-10-02 05:01:58|Confirmed|1|Cricket|22|1200.11|468.38|42|55|16|39|2722.85|779.87
2616545093|Mary Ward|1966-06-28|58|Male|68220 Gregory Extension Jenniferland, CT 87896|Angola|maryward@hotmail.com|2022-11-11 08:36:05|2023-05-16 19:16:05|2|2024-05-11 23:53:09|Confirmed|2|Cricket|12|644.08|333.97|34|44|13|25|2273.72|418.50000000000006
6788980882|Stacy Jones|1957-12-01|67|Male|1927 Oneal Bypass Hoffmanland, IN 48607|Sao Tome and Principe|stacyjones@gmail.com|2024-04-18 09:27:03|2024-05-12 14:02:59|1|2024-06-04 19:43:22|Confirmed|1|Cricket|14|487.93|295.43|42|55|14|33|2673.55|1000.24
2715192071|Michael Diaz|2005-07-07|19|Female|8184 Jesse Expressway North James, NY 90900|Togo|michaeldiaz@lynch.net|2023-09-05 10:57:12|2024-04-15 23:04:48|1|2024-10-02 21:48:14|Confirmed|1|Football|9|513.73|310.65|38|42|15|28|2349.38|868.0699999999999
2085918165|Ronnie Hickman|1974-04-16|50|Male|56227 Wilkinson Locks Suite 931 Kirkchester, ID 62784|Equatorial Guinea|ronniehickman@gmail.com|2022-07-29 15:40:29|2024-08-13 03:22:09|1|2023-07-19 09:41:57|Confirmed|2|Cricket|12|749.74|572.8100000000001|40|60|20|46|2854.7400000000002|843.9300000000001
2513943712|Christian Clark|1951-11-05|73|Female|9615 Brenda Villages Apt. 124 South Tammyview, FL 37207|United Kingdom|christianclark@hotmail.com|2024-06-24 00:42:42|2024-07-19 19:43:07|2|2024-08-01 22:33:51|Confirmed|1|Greyhounds|12|474.46|278.02|36|44|11|31|2073.0699999999997|906.03
9461817167|Ronald Reyes|1999-10-24|25|Female|PSC 7959, Box 1197 APO AP 08918|Malaysia|ronaldreyes@moody.info|2023-04-26 04:02:41|2024-09-24 18:46:35|1|2024-10-09 21:44:29|Confirmed|2|Greyhounds|10|603.9|173.72|38|45|14|33|2392.93|236.45
6452810779|Aaron Lee|1971-02-08|53|Female|068 Palmer Crossroad Port Susan, DC 83477|Korea|aaronlee@wade-munoz.com|2023-05-01 06:53:13|2024-06-10 05:53:06|1|2023-09-23 08:43:39|Confirmed|1|Basketball|14|776.79|405.9|40|55|21|42|2889.3199999999997|888.5999999999999
9329639089|Daniel Andrews|1976-06-02|48|Male|49246 Kendra Courts New Frank, WV 68436|Colombia|danielandrews@drake.org|2022-11-28 01:46:35|2023-03-06 04:23:09|1|2023-08-04 11:29:01|Confirmed|1|Cricket|18|862.42|-172.8|34|44|12|35|2222.95|161.03
4771933882|Kimberly Roberts|2005-07-04|19|Female|32564 Roberts River Suite 915 Marcusfurt, FL 10533|Denmark|kimberlyroberts@montoya-rivera.com|2022-03-10 07:25:27|2024-04-26 00:09:51|1|2023-09-23 17:37:45|Confirmed|2|Cricket|12|508.40000000000003|275.49|33|39|16|31|1894.01|1034.62
1610456798|Roy Hernandez|1975-11-11|49|Female|USCGC Hines FPO AA 54396|Malawi|royhernandez@prince.org|2023-06-20 17:58:09|2023-11-08 12:29:21|1|2024-11-19 21:40:55|Confirmed|1|Cricket|10|596.72|159.62|36|44|12|32|2521.69|314.41
3109059430|Emma Bennett|1991-08-15|33|Male|937 Kevin Shore Apt. 035 Brandonside, FL 14711|Ireland|emmabennett@cook.com|2022-07-08 10:58:22|2023-07-22 01:01:54|1|2022-09-25 21:23:52|Confirmed|1|Cricket|10|595.61|119.44|42|57|16|37|2862.9700000000003|802.92
8376643532|Brandon Steele|1961-03-31|63|Male|94393 Austin Via Suite 993 Lynnburgh, WI 55132|Qatar|brandonsteele@luna-jones.biz|2024-11-15 17:50:43|2024-11-30 18:46:14|1|2024-12-23 01:30:31|Confirmed|1|Greyhounds|15|650.08|504.91|45|55|10|38|2817.08|972.52
1985041242|Ryan Walters|1994-07-28|30|Female|04548 Andrew Islands New Monicaport, ND 19713|Bolivia|ryanwalters@barton-thornton.com|2022-03-31 15:50:03|2023-06-13 16:14:36|1|2024-07-25 06:11:28|Confirmed|1|Cricket|13|733.16|354.17|39|48|12|39|2094.85|788.1700000000001
6727792809|Dillon Ramos|1975-12-01|49|Male|839 Kristina Centers Apt. 889 Lake Gerald, MA 13302|Uzbekistan|dillonramos@hotmail.com|2024-03-11 00:22:49|2024-10-05 00:11:16|2|2024-10-23 07:15:38|Confirmed|2|Horse Racing|10|358.01|57.41|39|50|18|37|2433.19|542.03
5175849471|James Rodriguez|1977-04-15|47|Male|118 Smith Port Suite 149 Johnbury, NC 53213|Norfolk Island|jamesrodriguez@yang.com|2023-01-09 12:07:02|2023-02-12 15:23:05|1|2023-10-25 00:15:04|Confirmed|1|Cricket|12|542.6899999999999|180.67000000000002|45|57|21|42|2512.02|773.7
5881861626|Anthony Zavala|1977-12-12|47|Male|14730 Jared Summit Apt. 090 Trevorbury, UT 75573|Ireland|anthonyzavala@yahoo.com|2023-10-16 21:42:17|2024-06-30 12:47:33|1|2024-05-05 03:15:58|Confirmed|2|Cricket|13|559.25|9.37|45|60|19|40|2916.09|902.75
2726410879|Donald Harper|1965-12-21|59|Male|7262 Diana Mountain Suite 677 South Kristinfort, WI 82661|Syrian Arab Republic|donaldharper@gmail.com|2023-04-14 15:31:02|2024-11-28 22:44:43|1|2023-08-25 07:34:54|Confirmed|2|Cricket|15|779.82|220.71|35|41|13|26|1913.81|406.95
0095951743|Seth Rice|1996-04-11|28|Male|85623 Curtis Divide Maryburgh, PA 74193|Cook Islands|sethrice@hotmail.com|2024-11-04 11:47:09|2024-12-07 23:50:55|1|2024-11-23 11:52:34|Confirmed|2|Cricket|16|941.43|289.65|49|63|17|45|3443.91|678.51
7953005062|Mr. Robert Gordon Jr.|1967-12-26|57|Male|972 Sarah Village Josephshire, NV 78435|Iceland|mrrobertgordonjr@yahoo.com|2023-02-13 21:50:55|2023-08-29 04:44:21|1|2023-06-03 04:09:21|Confirmed|2|Greyhounds|14|698.88|120.11|41|53|14|37|2637.61|705.5
5428758563|Kyle Little|1978-07-26|46|Male|Unit 6779 Box 7329 DPO AE 13829|Hong Kong|kylelittle@gmail.com|2024-09-11 15:01:40|2024-09-16 08:01:55|1|2024-10-05 12:55:50|Confirmed|1|Basketball|11|415.95|186.17000000000002|38|46|17|30|1879.08|1045.34
0989373849|Laurie Miller|1951-07-02|73|Male|194 Hardin Oval Suite 568 Angelafort, MS 51130|Croatia|lauriemiller@hotmail.com|2024-09-17 22:04:52|2024-11-25 19:02:11|2|2024-12-27 00:05:00|Confirmed|1|Cricket|14|701.34|588.46|43|56|8|32|2699.88|1051.46
4298154027|Jacqueline King|1999-11-24|25|Male|7536 Tracey Turnpike Apt. 700 East Johnmouth, OR 32164|Serbia|jacquelineking@keller.com|2022-01-10 04:24:34|2023-09-19 21:44:01|1|2023-02-07 21:11:58|Confirmed|1|Cricket|17|806.85|362.8|43|53|19|37|2870.26|1077.96
3318989968|Robert Smith|2001-04-20|23|Male|9085 Michael Loaf Michelletown, NC 21607|Brunei Darussalam|robertsmith@munoz.biz|2024-07-27 19:16:28|2024-12-21 12:29:41|1|2024-08-31 23:09:05|Confirmed|2|Horse Racing|12|477.79|297.02|42|47|15|33|2086.1800000000003|336.7
1111426940|Sean Hicks|1990-06-30|34|Female|Unit 3951 Box 7842 DPO AA 33418|Dominica|seanhicks@herrera-gonzalez.com|2023-04-20 11:03:21|2024-11-10 00:55:30|1|2024-12-06 20:31:16|Confirmed|1|Cricket|13|844.51|74.13|42|54|19|40|2891.1800000000003|979.91
0637918936|Daniel Mendez|1988-03-12|36|Male|8391 Lawrence Road Rogersland, WA 56908|Cook Islands|danielmendez@waters.com|2024-05-09 13:47:12|2024-06-17 15:44:45|1|2024-06-14 20:13:38|Confirmed|1|Football|11|576.16|76.28999999999999|32|39|14|27|1962.24|367.21
8706817544|Carol Bowen PhD|1966-09-27|58|Male|68126 Anderson Gateway South Thomas, SD 42661|Antigua and Barbuda|carolbowenphd@yahoo.com|2023-02-15 14:02:29|2023-07-07 03:32:50|1|2024-01-22 02:05:17|Confirmed|2|Cricket|20|972.62|72.6|41|50|15|34|2606.34|669.51
7242103996|Jessica Bradley|2002-09-28|22|Female|717 Mason Path Apt. 498 North Ianmouth, CA 39284|Bosnia and Herzegovina|jessicabradley@gmail.com|2024-07-18 22:34:49|2024-09-05 07:16:14|1|2024-09-15 10:38:46|Confirmed|2|Greyhounds|12|542.39|146.67999999999998|41|58|16|37|2795.38|1642.1499999999999
8196535813|Michael Burton|1963-02-05|61|Female|788 Christine Shores Apt. 014 West Sherrymouth, DE 04810|Solomon Islands|michaelburton@ruiz.com|2024-04-07 17:34:17|2024-10-05 08:19:57|1|2024-08-24 16:46:53|Confirmed|1|Cricket|15|887.3100000000001|109.33|45|56|13|38|2565.03|736.9
3143968745|Kristina Chen|1961-06-15|63|Male|6282 Brandi Groves North Ericaton, PA 95148|Solomon Islands|kristinachen@edwards-fernandez.org|2024-11-14 13:19:31|2025-01-05 03:47:01|1|2024-12-10 23:20:14|Confirmed|1|Horse Racing|14|797.39|121.53999999999999|37|45|14|30|2598.5299999999997|116.0
6492767993|Courtney Rogers|2000-12-02|24|Male|14164 Short Wells Apt. 535 Lake Nicole, MN 51565|Holy See (Vatican City State)|courtneyrogers@hayes.com|2022-11-21 13:14:38|2023-12-11 23:46:06|2|2024-12-04 05:01:23|Confirmed|2|Cricket|16|828.08|352.97|35|45|10|31|2331.07|1082.15
7439764333|Christopher Drake|2003-05-06|21|Female|0836 Brown Pike Suite 174 Nunezville, CA 13079|Guadeloupe|christopherdrake@hotmail.com|2023-05-27 08:55:51|2024-05-05 07:04:59|1|2024-03-28 00:08:26|Confirmed|2|Greyhounds|16|672.0|186.68|40|57|14|41|2716.73|1091.11
5361439421|Anne Mason|1988-03-23|36|Female|USNV Hammond FPO AE 65000|Panama|annemason@santos-wheeler.com|2024-07-22 00:32:09|2024-11-21 17:40:04|1|2025-01-01 22:34:39|Confirmed|2|Cricket|17|722.84|134.27|38|49|12|31|2594.02|893.45
9786340134|Brooke King|2000-03-27|24|Male|777 Thompson Trail Marcfurt, SD 91296|Sierra Leone|brookeking@wheeler.com|2022-09-12 13:16:13|2024-07-07 14:12:52|1|2022-10-20 15:59:17|Confirmed|1|Basketball|15|716.78|275.02|43|54|17|37|2716.41|505.42999999999995
8966570207|Benjamin Armstrong|1972-01-12|52|Male|348 Hanna Locks Mcdanielland, MT 59253|Mauritius|benjaminarmstrong@vasquez.com|2022-03-02 20:03:05|2024-08-30 03:35:14|1|2024-03-12 17:07:23|Confirmed|1|Greyhounds|12|607.77|309.26|40|50|13|27|2941.31|1340.46
0389935850|Adam Sims|1991-11-03|33|Male|805 Ramirez Hills Apt. 880 Casestad, MD 03498|Colombia|adamsims@hotmail.com|2023-01-13 03:55:52|2024-04-23 22:58:17|1|2023-03-12 20:53:45|Confirmed|1|Greyhounds|15|751.93|202.31|37|51|17|31|2460.85|847.47
0814112905|Nathan Kim|2006-04-24|18|Female|549 Sarah Centers Suite 478 East Kevin, KS 36988|Vietnam|nathankim@gomez-woods.com|2024-01-31 12:52:25|2024-11-13 14:57:41|2|2024-09-25 00:58:54|Confirmed|1|Cricket|15|821.66|516.76|35|50|19|40|2503.27|1038.06
6046564998|Megan Taylor|1983-08-06|41|Male|8281 Smith Radial Suite 553 Lake Lisafurt, FL 55456|French Guiana|megantaylor@perez.info|2024-10-14 08:20:00|2024-12-24 13:37:45|2|2024-11-20 18:19:15|Confirmed|1|Horse Racing|14|729.39|246.98000000000002|44|50|14|33|2414.08|733.53
5680392554|Valerie Evans|1980-05-29|44|Female|562 Steven Mill North Sandra, VA 13641|Christmas Island|valerieevans@gmail.com|2024-03-20 22:53:54|2025-01-10 00:57:09|2|2024-10-22 19:44:36|Confirmed|2|Cricket|15|842.9499999999999|225.15|36|46|18|33|2207.23|78.53999999999999
7181477366|Joshua Gutierrez|2001-06-01|23|Male|320 Pope Cliff Apt. 851 West Jessica, NJ 32681|Korea|joshuagutierrez@jones.net|2023-09-18 10:08:38|2024-05-04 12:42:09|2|2024-02-06 00:47:08|Confirmed|2|Cricket|15|794.05|194.98000000000002|36|41|13|31|2298.37|451.56
4908617590|Linda Andrews|2004-04-21|20|Male|950 Alisha Garden Apt. 516 East Christopher, HI 58915|Bouvet Island (Bouvetoya)|lindaandrews@bailey.org|2022-12-16 16:14:33|2023-04-14 06:38:27|1|2024-02-15 15:34:12|Confirmed|2|Greyhounds|14|789.71|159.5|41|50|16|40|2540.59|280.6
6271531388|Eduardo Blair|2004-11-03|20|Female|97961 Cooley Ranch Michelemouth, NJ 55516|Grenada|eduardoblair@olson.com|2022-06-14 12:16:01|2023-09-14 20:48:18|2|2024-08-19 01:52:50|Confirmed|1|Cricket|15|789.01|152.32999999999998|39|56|13|35|3039.73|986.11
0761026440|Tyler Rodriguez|1987-02-08|37|Male|948 Romero Throughway Marktown, WA 26351|Austria|tylerrodriguez@hotmail.com|2023-07-08 05:44:39|2024-07-25 05:13:36|1|2024-06-03 14:27:07|Confirmed|1|Greyhounds|12|810.24|624.3|37|45|14|30|2341.12|1063.1299999999999
1193970305|William Peterson|1983-06-26|41|Male|607 Jones Manors Suite 669 North Kimberlyton, MA 91068|Burundi|williampeterson@yahoo.com|2023-05-14 20:29:55|2024-06-03 15:39:38|2|2024-10-05 20:24:31|Confirmed|1|Greyhounds|14|645.66|511.69|32|42|9|23|2056.87|699.56
5447126266|Kevin Cook|2003-02-11|21|Male|USCGC White FPO AE 88041|Antarctica (the territory South of 60 deg S)|kevincook@sanders-swanson.biz|2024-02-11 20:51:33|2024-12-16 15:26:32|2|2024-08-06 02:20:38|Confirmed|1|Cricket|18|882.47|408.53|40|59|15|39|3240.66|1536.57
4103177620|Robin Simpson|1958-10-13|66|Female|0520 White Island Suite 085 Michaelfort, NM 39868|Tunisia|robinsimpson@foster-middleton.com|2023-05-01 09:35:54|2024-07-03 15:19:30|2|2024-04-14 22:57:17|Confirmed|2|Cricket|10|615.37|21.429999999999993|32|39|14|32|2335.09|436.59000000000003
8648149061|Connie Clayton|1980-05-21|44|Male|259 Wendy Glens Sullivanfurt, MS 41904|Philippines|connieclayton@williams.info|2023-06-20 11:17:58|2024-03-12 23:11:20|2|2024-12-01 20:47:58|Confirmed|1|Greyhounds|7|261.2|56.22|33|38|10|25|1679.4399999999998|576.93
2072983633|Heidi Maxwell|1997-03-15|27|Male|3599 White Pike New Robert, NJ 98869|Palestinian Territory|heidimaxwell@gmail.com|2022-01-13 06:23:21|2023-10-13 00:48:33|2|2024-11-28 10:52:14|Confirmed|1|Cricket|15|906.23|447.71|41|57|21|38|2838.8199999999997|945.89
5746522115|Jeffery Duncan|2000-03-26|24|Male|1567 Collins Spring Suite 379 Hunterfort, PA 03717|Niger|jefferyduncan@yahoo.com|2023-06-02 01:16:33|2023-07-11 04:49:03|1|2024-05-16 18:00:08|Confirmed|2|Cricket|24|1168.73|544.93|40|62|15|40|3063.31|1019.3599999999999
8680995283|Keith Nguyen|1961-09-23|63|Female|891 Alex Avenue Suite 277 West Andreatown, ID 64920|Norfolk Island|keithnguyen@marshall.info|2024-04-16 02:02:54|2024-07-02 00:05:53|1|2024-10-10 19:47:00|Confirmed|1|Cricket|14|839.9300000000001|126.35|45|56|16|30|2988.03|472.65
6200626946|Kelsey Brown|1952-11-30|72|Male|1613 Paula Land Suite 174 New Earl, NC 65633|Saint Vincent and the Grenadines|kelseybrown@yahoo.com|2022-05-01 12:58:02|2024-12-17 06:23:34|3|2024-05-08 20:47:29|Confirmed|2|Cricket|18|895.44|-76.82000000000001|37|46|9|32|2415.3|677.47
2972928202|Tanya Lopez|1986-02-17|38|Male|93864 Jorge Glens Suite 308 Loriport, NM 59270|Netherlands Antilles|tanyalopez@sparks.com|2022-02-26 01:27:50|2024-09-22 21:44:16|1|2025-01-11 05:09:13|Confirmed|1|Cricket|15|798.76|172.16|42|63|19|50|3247.63|1082.51
8379194512|Jason Ward|1982-01-12|42|Male|366 Poole Branch Chrisport, HI 80923|Cocos (Keeling) Islands|jasonward@yahoo.com|2022-05-28 21:24:09|2022-11-15 07:07:56|3|2024-07-23 14:28:17|Confirmed|1|Greyhounds|15|942.24|251.85999999999999|41|61|13|44|3363.87|794.06
5168604388|Justin Johnson|1982-05-27|42|Female|57307 Henderson Groves Apt. 539 Brianchester, NC 03374|Holy See (Vatican City State)|justinjohnson@wilson-jones.org|2023-02-19 10:24:13|2024-08-31 07:08:54|1|2024-04-02 16:58:52|Confirmed|3|Cricket|15|701.18|304.87|39|43|7|29|1946.4499999999998|834.73
9726518295|Michael Anderson|1984-09-03|40|Male|0797 Annette Brooks Suite 125 Michaelbury, CA 22768|Guam|michaelanderson@rodriguez.info|2022-12-19 12:00:57|2024-04-08 18:09:51|1|2024-09-26 09:47:08|Confirmed|2|Horse Racing|17|970.9499999999999|105.67|36|46|12|30|1984.04|439.79
1890965299|Patricia Palmer|1972-08-12|52|Male|08648 Marvin Rapid Apt. 856 South Christinebury, ND 55197|Guadeloupe|patriciapalmer@taylor.biz|2023-05-01 19:50:21|2023-06-02 09:50:01|1|2024-01-16 05:45:07|Confirmed|2|Cricket|10|637.82|345.75|40|50|18|36|3043.39|690.36
6197751692|Juan Henderson|1998-01-06|27|Male|75513 Cline Mission Donaldview, WI 60352|American Samoa|juanhenderson@gmail.com|2023-08-04 15:28:57|2023-10-25 22:58:34|1|2023-12-20 06:49:33|Confirmed|1|Basketball|7|401.55|171.88|36|48|10|33|2360.98|1121.44
8370415306|Dana Beard|2005-07-31|19|Male|USS Davis FPO AA 70569|Greece|danabeard@yahoo.com|2022-07-20 21:59:48|2024-10-12 01:47:47|3|2024-10-07 19:34:56|Confirmed|1|Greyhounds|17|802.77|409.76|35|47|8|28|2313.61|518.3
9082932096|Jill Kennedy|1997-02-25|27|Female|USS Wilcox FPO AA 45437|Estonia|jillkennedy@massey.com|2022-07-26 11:19:40|2023-02-21 00:08:41|2|2023-12-04 15:21:45|Confirmed|1|Cricket|15|772.88|313.34|37|51|18|35|2518.85|1273.6
5382131119|Elizabeth Alexander|2004-06-06|20|Male|644 Bridget Turnpike Apt. 389 Ashleytown, OR 15331|Qatar|elizabethalexander@yahoo.com|2022-08-05 04:09:06|2024-08-10 13:54:18|1|2024-09-28 15:41:54|Confirmed|1|Cricket|19|1033.36|98.12000000000002|41|53|8|37|2785.8599999999997|973.73
0807374721|Mark Lopez|1981-02-22|43|Female|90952 Oscar Ports Apt. 539 Port Micheal, MS 99750|Lithuania|marklopez@valencia.com|2024-01-02 03:04:29|2024-06-01 11:04:29|2|2024-11-19 20:43:55|Confirmed|2|Horse Racing|13|617.69|366.26|43|58|18|44|2913.1400000000003|1137.1200000000001
1386393696|Jessica Jenkins|1977-05-14|47|Female|Unit 7123 Box 2284 DPO AA 41410|Senegal|jessicajenkins@moore.com|2024-12-21 16:45:07|2025-01-07 23:41:45|1|2025-01-07 01:43:58|Confirmed|2|Cricket|18|700.16|549.53|38|54|11|35|2381.25|1027.87
